16 37310 uniform indexscan 0 master io_uring 3 32GB 13809 51119 no 9999860 3727622 555556 555421 3242956.06 27484.889 3428.214
17 13 uniform indexscan 16 master io_uring 3 32GB 118 131 no 9999860 1318 555556 1316 5523.70 100.855 3.269
18 211 uniform indexscan 64 prefetch-simple io_uring 3 32GB 2063 2274 no 9999860 21082 555556 20714 88067.55 401.912 22.042
19 1599 uniform bitmapscan 64 prefetch-simple worker 12 32GB 14458 16057 yes 9999860 160022 555556 140005 480825.58 2447.051 255.319
20 12138 uniform bitmapscan 0 prefetch-complex io_uring 3 32GB 11585 23723 no 9999860 1214004 555556 501014 723064.71 4906.612 1010.631
21 37310 uniform indexscan 16 prefetch-simple io_uring 3 32GB 18158 55468 no 9999860 3727425 555556 555428 3250696.78 11429.093 2967.696
22 6 uniform bitmapscan 1 master sync 3 32GB 7373 7379 yes 9999860 638 555556 638 2209.24 49.697 2.307
23 37310 uniform indexscan 0 prefetch-complex io_uring 3 32GB 20690 58000 no 9999860 3728078 555556 555417 3247505.76 27345.109 2974.162
24 57310 uniform bitmapscan 1 prefetch-complex worker 3 32GB 993 58303 no 9999860 5728661 555556 555556 822949.19 5745.922 1335.628
25 13 uniform indexscan 0 prefetch-simple worker 12 32GB 2508 2521 no 9999860 1299 555556 1299 5535.76 98.146 3.519
26 316 uniform indexscan 0 prefetch-simple worker 12 32GB 27220 27536 no 9999860 31464 555556 30623 121452.21 1983.579 31.399
27 97310 uniform bitmapscan 0 prefetch-simple worker 3 32GB 1099 98409 no 9999860 9730764 555556 555556 911684.11 5437.554 1379.881
28 211 uniform bitmapscan 1 prefetch-simple sync 3 32GB 20886 21097 yes 9999860 21320 555556 20923 75953.61 1758.644 27.060
29 1599 uniform indexscan 1 master sync 3 32GB 11498 13097 no 9999860 160166 555556 139960 561855.98 9105.430 157.525
30 3 uniform indexscan 0 prefetch-simple worker 12 32GB 25083 25086 no 9999860 300 555556 299 1138.04 17.942 2.042
31 474 uniform bitmapscan 0 master worker 12 32GB 14464 14938 yes 9999860 47340 555556 45381 142737.60 2693.939 61.534
32 18207 uniform bitmapscan 0 prefetch-complex io_uring 3 32GB 25803 44010 no 9999860 1819477 555556 540593 737160.37 5076.437 1120.463
33 9 uniform indexscan 64 master io_uring 3 32GB 20547 20556 no 9999860 859 555556 859 3935.84 53.609 3.405
34 2 uniform indexscan 0 prefetch-simple sync 3 32GB 29206 29208 no 9999860 195 555556 194 856.65 13.260 1.320
35 27310 uniform indexscan 64 prefetch-complex sync 3 32GB 1829 29139 no 9999860 2731607 555556 553652 2803410.16 10072.394 2245.389
36 18207 uniform indexscan 1 prefetch-simple io_uring 3 32GB 25586 43793 no 9999860 1819309 555556 540574 2426042.81 39936.898 1449.711
37 12138 uniform indexscan 64 prefetch-complex worker 3 32GB 12616 24754 no 9999860 1213169 555556 500891 2147729.53 8082.426 1011.571
38 77310 uniform indexscan 0 master worker 3 32GB 6813 84123 no 9999860 7729123 555556 555556 4986848.09 31067.070 7025.438
39 316 uniform bitmapscan 1 master worker 3 32GB 16248 16564 yes 9999860 31895 555556 31082 99347.57 2590.525 43.388
40 316 uniform bitmapscan 0 prefetch-simple worker 3 32GB 329 645 yes 9999860 31440 555556 30618 107152.50 1836.686 45.286
41 57310 uniform indexscan 64 prefetch-complex io_uring 3 32GB 12513 69823 no 9999860 5727357 555556 555556 4103315.86 12466.828 4472.809
42 1599 uniform indexscan 64 prefetch-simple io_uring 3 32GB 14986 16585 no 9999860 160338 555556 140196 588017.61 2911.611 141.866
43 27310 uniform indexscan 64 master io_uring 3 32GB 27863 55173 no 9999860 2728488 555556 553788 2827798.44 26573.082 2491.300
44 67310 uniform bitmapscan 1 prefetch-simple io_uring 3 32GB 20589 87899 no 9999860 6730206 555556 555556 845469.37 5710.179 1283.925
45 47310 uniform indexscan 1 prefetch-complex worker 12 32GB 12357 59667 no 9999860 4726935 555556 555547 3674236.80 42406.393 3766.771
46 2398 uniform indexscan 64 master io_uring 3 32GB 3519 5917 no 9999860 240498 555556 197257 783383.66 12653.030 238.416
47 67310 uniform bitmapscan 0 prefetch-complex io_uring 3 32GB 27396 94706 no 9999860 6730448 555556 555556 846001.94 5649.354 1393.012
48 13 uniform bitmapscan 0 prefetch-complex io_uring 3 32GB 17050 17063 yes 9999860 1261 555556 1260 4637.46 79.928 3.915
49 1 uniform indexscan 16 prefetch-simple worker 12 32GB 2086 2087 yes 9999860 105 555556 105 434.56 3.806 1.113
50 12138 uniform bitmapscan 0 prefetch-complex sync 3 32GB 8003 20141 no 9999860 1213171 555556 501403 723353.24 4847.713 995.576
51 37310 uniform bitmapscan 1 master worker 12 32GB 3516 40826 no 9999860 3730094 555556 555436 778858.00 5378.466 1198.664
52 13 uniform indexscan 64 prefetch-simple io_uring 3 32GB 12765 12778 no 9999860 1299 555556 1296 5318.68 27.706 2.997
53 2 uniform indexscan 64 prefetch-simple worker 12 32GB 2416 2418 no 9999860 180 555556 180 856.65 5.620 1.328
54 37310 uniform bitmapscan 0 prefetch-complex worker 3 32GB 24803 62113 no 9999860 3727653 555556 555424 779274.83 5221.068 1265.169
55 77310 uniform bitmapscan 1 master worker 12 32GB 9223 86533 no 9999860 7729353 555556 555556 867351.24 5565.761 1298.491
56 57310 uniform bitmapscan 16 prefetch-simple worker 12 32GB 18656 75966 no 9999860 5727820 555556 555556 823505.92 2834.104 1268.988
57 97310 uniform bitmapscan 16 prefetch-simple sync 3 32GB 1688 98998 no 9999860 9730890 555556 555556 911612.10 3450.073 1310.313
58 19 uniform indexscan 64 prefetch-complex worker 12 32GB 25653 25672 no 9999860 1906 555556 1903 7171.85 57.822 4.591
59 87310 uniform indexscan 64 prefetch-complex io_uring 3 32GB 10460 97770 no 9999860 8730106 555556 555556 5414623.19 14840.509 6912.666
60 6 uniform bitmapscan 64 prefetch-complex worker 3 32GB 30733 30739 yes 9999860 626 555556 626 2519.43 13.169 2.495
61 18207 uniform indexscan 16 master worker 12 32GB 11325 29532 no 9999860 1820081 555556 540501 2407064.06 25145.034 1708.292
62 2398 uniform bitmapscan 1 master worker 12 32GB 27159 29557 yes 9999860 239947 555556 196740 568995.46 11819.969 357.130
63 77310 uniform indexscan 1 prefetch-complex sync 3 32GB 17920 95230 no 9999860 7728680 555556 555556 4984738.71 43556.177 6066.531
64 2 uniform indexscan 16 master worker 3 32GB 21767 21769 no 9999860 207 555556 207 840.57 13.721 1.372
65 9 uniform bitmapscan 0 master sync 3 32GB 14409 14418 yes 9999860 910 555556 910 3476.50 54.896 2.921
66 67310 uniform indexscan 0 prefetch-complex sync 3 32GB 17708 85018 no 9999860 6728993 555556 555556 4554623.75 29637.096 5369.634
67 67310 uniform bitmapscan 16 prefetch-simple worker 3 32GB 22021 89331 no 9999860 6730145 555556 555556 845195.73 2884.675 1259.850
68 1599 uniform bitmapscan 64 prefetch-simple worker 3 32GB 26252 27851 yes 9999860 159905 555556 139918 461407.77 2256.364 259.707
69 211 uniform indexscan 0 prefetch-complex io_uring 3 32GB 245 456 no 9999860 21322 555556 20997 87902.71 1351.974 23.140
70 8092 uniform bitmapscan 0 prefetch-complex worker 12 32GB 30806 38898 no 9999860 809532 555556 433879 740541.78 5962.614 885.679
71 13 uniform bitmapscan 0 master worker 3 32GB 15098 15111 yes 9999860 1272 555556 1270 5611.86 73.202 3.632
72 19 uniform indexscan 64 master worker 3 32GB 10868 10887 no 9999860 1964 555556 1958 7212.05 129.784 4.307
73 2398 uniform bitmapscan 0 prefetch-complex worker 3 32GB 5681 8079 yes 9999860 240069 555556 196754 562099.50 9231.797 364.648
74 87310 uniform indexscan 0 prefetch-complex worker 12 32GB 775 88085 no 9999860 8731099 555556 555556 5413688.09 31484.332 6790.755
75 141 uniform bitmapscan 16 prefetch-simple sync 3 32GB 4626 4767 yes 9999860 14212 555556 14054 48323.78 317.653 18.656
76 141 uniform bitmapscan 64 master io_uring 3 32GB 7771 7912 yes 9999860 13825 555556 13673 46494.68 330.007 17.669
77 97310 uniform bitmapscan 1 prefetch-complex sync 3 32GB 683 97993 no 9999860 9731103 555556 555556 911765.06 5770.813 1430.614
78 13 uniform bitmapscan 16 master worker 3 32GB 25136 25149 yes 9999860 1333 555556 1329 4744.31 27.004 3.638
79 13 uniform bitmapscan 16 prefetch-complex io_uring 3 32GB 6377 6390 yes 9999860 1303 555556 1301 5144.37 26.054 3.516
80 5395 uniform bitmapscan 1 master worker 12 32GB 1308 6703 no 9999860 541745 555556 352077 720294.90 13704.191 646.595
81 6 uniform indexscan 16 prefetch-complex worker 3 32GB 19721 19727 no 9999860 620 555556 619 2343.99 13.726 2.238
82 42 uniform bitmapscan 0 master io_uring 3 32GB 21414 21456 yes 9999860 4098 555556 4085 16313.23 252.133 7.948
83 2 uniform indexscan 0 master worker 12 32GB 5025 5027 no 9999860 191 555556 191 812.43 15.959 1.345
84 12138 uniform bitmapscan 16 master io_uring 3 32GB 10828 22966 no 9999860 1214224 555556 501236 723102.31 2605.870 969.364
85 27310 uniform bitmapscan 0 master worker 3 32GB 2504 29814 no 9999860 2731011 555556 553663 756273.74 5032.734 1168.668
86 3597 uniform bitmapscan 16 prefetch-simple worker 12 32GB 5453 9050 yes 9999860 359824 555556 268195 660041.96 3290.101 505.855
87 6 uniform bitmapscan 16 prefetch-simple io_uring 3 32GB 28646 28652 yes 9999860 603 555556 600 2492.32 12.811 2.263
88 8092 uniform indexscan 64 prefetch-complex worker 3 32GB 404 8496 no 9999860 810735 555556 434701 1899182.07 7537.315 677.055
89 77310 uniform bitmapscan 16 prefetch-complex sync 3 32GB 9421 86731 no 9999860 7729434 555556 555556 867280.12 3076.494 1410.998
90 77310 uniform bitmapscan 16 prefetch-simple worker 12 32GB 12791 90101 no 9999860 7729396 555556 555556 867184.32 2966.235 1274.818
91 5395 uniform indexscan 0 prefetch-simple sync 3 32GB 10573 15968 no 9999860 540754 555556 351320 1460424.54 21498.478 497.320
92 47310 uniform indexscan 1 master worker 12 32GB 10939 58249 no 9999860 4727458 555556 555547 3674580.50 27933.505 4307.064
93 1066 uniform bitmapscan 64 master worker 12 32GB 4747 5813 yes 9999860 107000 555556 97862 367649.31 1695.437 153.840
94 4 uniform bitmapscan 1 prefetch-simple worker 3 32GB 10259 10263 yes 9999860 408 555556 408 1500.40 33.035 1.871
95 3 uniform bitmapscan 16 prefetch-complex worker 3 32GB 23619 23622 yes 9999860 292 555556 292 1195.02 8.392 1.815
96 18207 uniform bitmapscan 64 master sync 3 32GB 1690 19897 no 9999860 1821807 555556 540695 736612.92 2634.900 1051.431
97 3597 uniform bitmapscan 0 prefetch-complex sync 3 32GB 6720 10317 yes 9999860 358474 555556 267504 660981.64 10692.296 544.727
98 28 uniform bitmapscan 64 master sync 3 32GB 29895 29923 yes 9999860 2685 555556 2683 10336.08 55.658 5.977
99 4 uniform indexscan 1 master sync 3 32GB 28764 28768 no 9999860 385 555556 385 1704.83 22.456 2.295
100 4 uniform bitmapscan 1 prefetch-simple worker 12 32GB 18930 18934 yes 9999860 359 555556 359 1586.34 29.625 2.292
101 3 uniform bitmapscan 64 prefetch-simple worker 12 32GB 13021 13024 yes 9999860 302 555556 302 1057.69 7.220 2.037
102 87310 uniform bitmapscan 1 prefetch-complex io_uring 3 32GB 2978 90288 no 9999860 8730459 555556 555556 889270.97 5786.801 1404.181
103 1 uniform bitmapscan 0 master io_uring 3 32GB 31430 31431 no 9999860 102 555556 102 391.04 7.455 1.134
104 63 uniform indexscan 64 prefetch-complex sync 3 32GB 5062 5125 no 9999860 6141 555556 6118 25229.57 154.685 7.889
105 77310 uniform bitmapscan 64 prefetch-simple sync 3 32GB 3809 81119 no 9999860 7729504 555556 555556 867661.12 2946.231 1309.336
106 9 uniform indexscan 16 prefetch-complex io_uring 3 32GB 1120 1129 no 9999860 853 555556 852 3638.37 18.787 3.516
107 87310 uniform bitmapscan 16 master sync 3 32GB 4456 91766 no 9999860 8730740 555556 555556 889349.89 3038.962 1300.219
108 42 uniform bitmapscan 64 master sync 3 32GB 8385 8427 yes 9999860 4211 555556 4194 17562.72 94.061 7.379
109 3 uniform bitmapscan 16 prefetch-simple io_uring 3 32GB 26023 26026 yes 9999860 311 555556 311 1120.50 7.387 1.786
110 2 uniform indexscan 1 prefetch-simple worker 12 32GB 9849 9851 no 9999860 195 555556 195 868.71 16.900 1.304
111 27310 uniform bitmapscan 16 prefetch-complex worker 12 32GB 17426 44736 no 9999860 2727943 555556 553757 756829.07 2729.026 1165.642
112 67310 uniform bitmapscan 0 prefetch-simple sync 3 32GB 5829 73139 no 9999860 6728134 555556 555556 845057.65 5546.860 1314.452
113 1 uniform indexscan 64 prefetch-complex io_uring 3 32GB 18919 18920 yes 9999860 109 555556 109 410.44 3.648 1.245
114 9 uniform indexscan 64 prefetch-complex io_uring 3 32GB 15889 15898 no 9999860 929 555556 929 4040.36 23.711 3.262
115 2398 uniform bitmapscan 64 prefetch-simple worker 3 32GB 288 2686 yes 9999860 240548 555556 196922 574842.78 2955.898 351.003
116 711 uniform bitmapscan 16 prefetch-complex worker 12 32GB 10655 11366 no 9999860 71566 555556 67334 271966.85 1278.985 119.253
117 77310 uniform indexscan 0 prefetch-complex io_uring 3 32GB 16348 93658 no 9999860 7728877 555556 555556 4981715.53 31330.120 6204.694
118 67310 uniform bitmapscan 16 prefetch-simple sync 3 32GB 17905 85215 no 9999860 6729056 555556 555556 845679.15 2892.584 1299.863
119 6 uniform indexscan 0 master io_uring 3 32GB 25401 25407 no 9999860 637 555556 637 2271.63 40.029 2.154
120 2398 uniform bitmapscan 64 master worker 3 32GB 4621 7019 yes 9999860 240778 555556 197198 567255.00 2876.614 371.204
121 1 uniform bitmapscan 0 prefetch-complex io_uring 3 32GB 29447 29448 no 9999860 106 555556 106 395.00 8.460 1.311
122 711 uniform bitmapscan 0 prefetch-complex worker 12 32GB 5875 6586 no 9999860 71416 555556 67131 279484.85 3997.719 124.437
123 63 uniform indexscan 16 prefetch-complex worker 3 32GB 31252 31315 no 9999860 6319 555556 6291 24321.04 153.952 8.028
124 67310 uniform indexscan 16 prefetch-complex io_uring 3 32GB 7418 74728 no 9999860 6727849 555556 555556 4545482.50 13457.845 5237.151
125 211 uniform bitmapscan 1 master worker 3 32GB 17513 17724 yes 9999860 20823 555556 20437 66079.52 1762.123 26.342
126 27310 uniform indexscan 0 prefetch-simple worker 12 32GB 16658 43968 no 9999860 2728001 555556 553721 2809708.79 26189.828 2214.972
127 47310 uniform indexscan 64 prefetch-complex sync 3 32GB 22130 69440 no 9999860 4728252 555556 555548 3674274.46 11898.221 3719.783
128 3597 uniform indexscan 0 master sync 3 32GB 25999 29596 no 9999860 359922 555556 268397 1092386.46 17042.527 347.533
129 474 uniform indexscan 64 master io_uring 3 32GB 20695 21169 no 9999860 47794 555556 45869 195416.28 2957.963 50.728
130 77310 uniform bitmapscan 0 prefetch-complex worker 12 32GB 10276 87586 no 9999860 7730152 555556 555556 867173.75 5570.152 1399.281
131 28 uniform indexscan 1 prefetch-complex worker 3 32GB 24117 24145 no 9999860 2738 555556 2730 10785.75 260.597 5.895
132 67310 uniform bitmapscan 0 prefetch-simple worker 3 32GB 22123 89433 no 9999860 6730240 555556 555556 845236.28 5326.011 1294.868
133 316 uniform bitmapscan 64 master worker 3 32GB 32558 32874 yes 9999860 31529 555556 30726 101694.18 620.337 39.059
134 97310 uniform bitmapscan 16 prefetch-complex worker 12 32GB 776 98086 no 9999860 9731092 555556 555556 911741.94 3164.904 1459.677
135 12138 uniform indexscan 0 master worker 12 32GB 28685 40823 no 9999860 1213346 555556 501249 2168980.91 24627.409 1126.290
136 5395 uniform indexscan 0 master worker 3 32GB 11057 16452 no 9999860 540621 555556 351101 1460970.39 20938.170 511.817
137 5395 uniform indexscan 16 prefetch-complex sync 3 32GB 21154 26549 no 9999860 538877 555556 350300 1423847.63 6907.553 464.462
138 141 uniform indexscan 64 prefetch-complex sync 3 32GB 19318 19459 no 9999860 14064 555556 13907 54291.52 278.869 14.663
139 27310 uniform indexscan 0 prefetch-complex io_uring 3 32GB 27181 54491 no 9999860 2728714 555556 553757 2827345.54 27097.259 2266.416
140 27310 uniform indexscan 64 prefetch-complex worker 3 32GB 18415 45725 no 9999860 2728471 555556 553802 2816200.02 11663.085 2189.303
141 97310 uniform bitmapscan 1 prefetch-complex worker 3 32GB 1624 98934 no 9999860 9730875 555556 555556 911620.01 5974.723 1435.822
142 316 uniform bitmapscan 1 master sync 3 32GB 16374 16690 yes 9999860 31816 555556 31019 99347.57 2536.373 39.781
143 13 uniform indexscan 1 prefetch-simple worker 3 32GB 15014 15027 no 9999860 1336 555556 1332 5161.91 119.484 3.566
144 4 uniform indexscan 64 master sync 3 32GB 26728 26732 no 9999860 384 555556 384 1576.19 42.760 1.747
145 5395 uniform bitmapscan 64 master io_uring 3 32GB 24755 30150 no 9999860 538575 555556 350380 717860.08 3350.194 664.068
146 1599 uniform bitmapscan 1 prefetch-complex io_uring 3 32GB 13376 14975 yes 9999860 160106 555556 140070 453333.90 9693.996 259.905
147 28 uniform bitmapscan 16 master worker 12 32GB 4354 4382 yes 9999860 2866 555556 2856 10399.17 55.153 5.926
148 19 uniform indexscan 16 prefetch-simple worker 3 32GB 31058 31077 no 9999860 1856 555556 1852 8144.66 36.804 4.050
149 87310 uniform bitmapscan 0 prefetch-complex io_uring 3 32GB 7288 94598 no 9999860 8729056 555556 555556 889509.22 5530.021 1444.967
150 1066 uniform indexscan 0 master io_uring 3 32GB 4064 5130 no 9999860 106807 555556 97689 383846.83 6462.154 104.157
151 8092 uniform bitmapscan 16 prefetch-complex worker 12 32GB 12364 20456 no 9999860 808424 555556 433505 741056.66 2616.893 839.578
152 6 uniform bitmapscan 64 prefetch-complex io_uring 3 32GB 22296 22302 yes 9999860 596 555556 595 2108.25 12.708 2.388
153 9 uniform bitmapscan 16 prefetch-simple io_uring 3 32GB 5933 5942 yes 9999860 918 555556 918 3526.49 19.388 2.818
154 6 uniform indexscan 16 master worker 3 32GB 26805 26811 no 9999860 599 555556 598 2356.05 38.926 2.139
155 27310 uniform bitmapscan 64 master io_uring 3 32GB 1834 29144 no 9999860 2731589 555556 553654 756374.94 2694.119 1102.860
156 1066 uniform indexscan 64 prefetch-simple io_uring 3 32GB 30692 31758 no 9999860 106599 555556 97516 397451.32 2127.105 93.759
157 316 uniform bitmapscan 1 master worker 12 32GB 17906 18222 yes 9999860 31244 555556 30428 98267.50 2588.048 39.001
158 63 uniform indexscan 64 master sync 3 32GB 10430 10493 no 9999860 6233 555556 6201 23806.47 438.382 8.652
159 37310 uniform bitmapscan 16 master sync 3 32GB 13943 51253 no 9999860 3727530 555556 555423 778826.62 2771.978 1191.997
160 19 uniform indexscan 64 prefetch-complex worker 3 32GB 8183 8202 no 9999860 1911 555556 1908 8534.61 58.941 4.324
161 42 uniform indexscan 64 prefetch-simple sync 3 32GB 30097 30139 no 9999860 4197 555556 4182 16305.13 95.249 6.300
162 316 uniform indexscan 64 prefetch-simple worker 3 32GB 4718 5034 no 9999860 31634 555556 30812 121218.99 631.208 30.266
163 63 uniform bitmapscan 0 prefetch-simple worker 3 32GB 15457 15520 yes 9999860 6162 555556 6137 25770.76 361.650 10.151
164 18207 uniform indexscan 1 master io_uring 3 32GB 16388 34595 no 9999860 1818817 555556 540446 2412196.46 25432.523 1691.078
165 42 uniform indexscan 16 master worker 3 32GB 32131 32173 no 9999860 4163 555556 4145 16248.85 251.427 6.441
166 711 uniform indexscan 0 prefetch-simple io_uring 3 32GB 15203 15914 yes 9999860 71096 555556 66924 297669.05 4086.630 67.216
167 47310 uniform indexscan 0 prefetch-complex worker 12 32GB 4455 51765 no 9999860 4728901 555556 555551 3677121.56 27785.831 3827.532
168 12138 uniform bitmapscan 16 master worker 12 32GB 17378 29516 no 9999860 1212596 555556 501266 722974.03 2635.193 975.056
169 711 uniform bitmapscan 16 prefetch-simple worker 12 32GB 4739 5450 no 9999860 71313 555556 67231 274058.33 1290.821 116.710
170 2 uniform indexscan 64 prefetch-complex worker 3 32GB 12940 12942 no 9999860 198 555556 198 719.97 5.295 1.512
171 141 uniform indexscan 16 prefetch-complex worker 12 32GB 2310 2451 no 9999860 14311 555556 14150 59236.53 333.744 14.631
172 141 uniform bitmapscan 1 prefetch-complex worker 3 32GB 1503 1644 yes 9999860 14310 555556 14115 49668.29 1238.108 21.198
173 97310 uniform bitmapscan 0 prefetch-simple sync 3 32GB 1051 98361 no 9999860 9730779 555556 555556 911687.04 5383.644 1328.664
174 57310 uniform indexscan 0 master io_uring 3 32GB 13816 71126 no 9999860 5727603 555556 555556 4108649.95 28821.029 5172.972
175 57310 uniform bitmapscan 64 master io_uring 3 32GB 9577 66887 no 9999860 5728322 555556 555556 822793.28 2863.481 1274.034
176 1 uniform bitmapscan 1 prefetch-simple io_uring 3 32GB 30289 30290 no 9999860 81 555556 81 395.00 7.699 1.138
177 94 uniform bitmapscan 16 prefetch-simple worker 3 32GB 25292 25386 yes 9999860 9432 555556 9355 31987.24 219.957 13.997
178 474 uniform bitmapscan 16 prefetch-simple io_uring 3 32GB 16807 17281 yes 9999860 47036 555556 45097 136461.90 846.874 56.475
179 87310 uniform bitmapscan 64 prefetch-complex sync 3 32GB 3643 90953 no 9999860 8730118 555556 555556 889284.73 3845.968 1442.899
180 87310 uniform bitmapscan 64 prefetch-simple worker 3 32GB 6361 93671 no 9999860 8729056 555556 555556 889518.15 3019.325 1301.123
181 8092 uniform bitmapscan 64 master worker 3 32GB 3599 11691 no 9999860 809915 555556 434202 740856.25 2704.093 823.095
182 4 uniform bitmapscan 64 prefetch-simple io_uring 3 32GB 8673 8677 yes 9999860 421 555556 420 1769.68 9.306 1.856
183 2 uniform bitmapscan 0 master io_uring 3 32GB 17332 17334 yes 9999860 195 555556 195 735.04 13.033 1.469
184 9 uniform bitmapscan 64 prefetch-simple sync 3 32GB 26791 26800 yes 9999860 821 555556 820 3434.20 19.855 2.615
185 2398 uniform indexscan 0 master sync 3 32GB 6923 9321 no 9999860 239440 555556 196455 812725.43 12339.082 220.993
186 1066 uniform bitmapscan 0 master sync 3 32GB 14138 15204 yes 9999860 106753 555556 97516 370207.16 5447.138 169.353
187 5395 uniform indexscan 64 prefetch-simple worker 12 32GB 11062 16457 no 9999860 540615 555556 351108 1460930.01 6756.414 458.524
188 13 uniform indexscan 64 prefetch-simple sync 3 32GB 22879 22892 no 9999860 1328 555556 1327 4655.40 53.478 4.040
189 94 uniform indexscan 1 prefetch-simple io_uring 3 32GB 21473 21567 no 9999860 9380 555556 9316 38817.58 792.413 11.480
190 211 uniform indexscan 0 master sync 3 32GB 27885 28096 no 9999860 21087 555556 20735 82012.52 1239.703 23.275
191 12138 uniform bitmapscan 0 master worker 12 32GB 27464 39602 no 9999860 1213989 555556 501418 723964.11 4910.662 1014.548
192 4 uniform indexscan 16 prefetch-complex io_uring 3 32GB 8337 8341 no 9999860 364 555556 364 1805.32 8.539 1.859
193 6 uniform bitmapscan 16 master sync 3 32GB 4813 4819 yes 9999860 617 555556 617 2302.38 12.693 2.211
194 19 uniform indexscan 64 master worker 12 32GB 31960 31979 no 9999860 1955 555556 1949 7368.82 159.730 4.345
195 37310 uniform bitmapscan 1 prefetch-simple worker 12 32GB 32075 69385 no 9999860 3728710 555556 555445 779211.92 5414.387 1192.751
196 47310 uniform bitmapscan 64 prefetch-complex sync 3 32GB 8309 55619 no 9999860 4727332 555556 555551 801078.21 2847.462 1291.210
197 3597 uniform indexscan 16 prefetch-simple sync 3 32GB 24865 28462 no 9999860 358710 555556 267873 1068341.40 5403.673 312.131
198 4 uniform indexscan 0 prefetch-simple io_uring 3 32GB 21443 21447 no 9999860 382 555556 382 1672.67 23.596 1.726
199 4 uniform bitmapscan 64 prefetch-simple worker 12 32GB 854 858 yes 9999860 413 555556 413 1676.10 10.442 1.940
200 12138 uniform bitmapscan 0 prefetch-complex worker 12 32GB 15565 27703 no 9999860 1212330 555556 501141 722845.36 4952.982 1013.341
201 4 uniform bitmapscan 0 prefetch-complex sync 3 32GB 27862 27866 yes 9999860 394 555556 394 1562.91 25.249 2.047
202 9 uniform indexscan 0 prefetch-complex io_uring 3 32GB 2110 2119 no 9999860 855 555556 855 3835.34 52.314 2.837
203 141 uniform bitmapscan 64 master worker 3 32GB 32325 32466 yes 9999860 14141 555556 13956 49247.35 286.709 18.375
204 1599 uniform indexscan 0 prefetch-complex worker 12 32GB 3991 5590 no 9999860 160397 555556 140357 555434.68 8854.672 151.758
205 141 uniform bitmapscan 0 prefetch-complex worker 12 32GB 26716 26857 yes 9999860 14045 555556 13875 48313.81 1006.436 21.046
206 13 uniform bitmapscan 1 master worker 12 32GB 16446 16459 yes 9999860 1319 555556 1319 4893.01 111.831 4.103
207 18207 uniform indexscan 64 prefetch-complex worker 3 32GB 25064 43271 no 9999860 1819215 555556 540567 2424981.91 8938.297 1477.224
208 94 uniform indexscan 16 prefetch-simple sync 3 32GB 24154 24248 no 9999860 9326 555556 9261 35207.46 213.710 10.586
209 37310 uniform indexscan 16 prefetch-simple worker 3 32GB 8789 46099 no 9999860 3728608 555556 555436 3244440.49 11123.084 2946.290
210 47310 uniform bitmapscan 1 prefetch-complex io_uring 3 32GB 4631 51941 no 9999860 4728337 555556 555552 800959.39 5626.609 1283.422
211 6 uniform bitmapscan 1 prefetch-complex sync 3 32GB 9774 9780 yes 9999860 587 555556 587 2531.05 52.839 2.470
212 316 uniform indexscan 0 prefetch-complex worker 3 32GB 7994 8310 no 9999860 31440 555556 30651 135771.06 1973.269 33.159
213 1599 uniform indexscan 1 master io_uring 3 32GB 19866 21465 no 9999860 159798 555556 139769 589744.90 8910.559 152.952
214 13 uniform indexscan 0 prefetch-complex worker 3 32GB 15632 15645 no 9999860 1290 555556 1286 5825.19 89.598 3.505
